Question,Answer,Answer Type,Reasoning Type,id
What is the square of the sum of the digits of the year of birth of the author of Cock and Bull?,289.0,number,Arithmetic,5a7ab51055429927d897bef6_0
What year was the author of Cock and Bull born? ,1961,year,Original,5a7ab51055429927d897bef6_0
What is the square of the sum of the digits of the year until when Tefik Selim Mborja was a part of a party that held power in Albania?,289.0,number,Arithmetic,5a7997a2554299029c4b5f59_0
"What is the product of the digits of the year the year when the American electronic music duo from Orlando, Florida that Angelspit toured the United States with was formed?",0,number,Arithmetic,5ab94cca554299753720f7dd_0
"Angelspit toured the United States with an American electronic music duo from Orlando, Florida, that formed in what year?",2006,year,Original,5ab94cca554299753720f7dd_0
"What is the product of the digits of the year the year when The actress that plays Kaylee Frye in the series ""Firefly"" also stars with Alan Dale in a sci-fi tv film released in?",0,number,Arithmetic,5ab3eeb5554299233954fff4_0
What is the product of the digits of the year the year since when  the rank held by Sir Charles Comyn Egertong has been the highest in the British Army?,126,number,Arithmetic,5ac1b1345542994ab5c67dd0_0
Sinch when has the rank held by Sir Charles Comyn Egertong been the highest in the British Army?  ,1736,year,Original,5ac1b1345542994ab5c67dd0_0
"What is the year 2 years after the year when the song that some critics compared to ""Fading"" was released?",2010,number,"Commonsense, Arithmetic",5adca8375542990d50227cd4_4
"What year was the song that some critics compared to ""Fading"" released? ",2008,year,Original,5adca8375542990d50227cd4_4
"What is the year 7 years after the year when the American electronic music duo from Orlando, Florida that Angelspit toured the United States with was formed?",2013,number,"Commonsense, Arithmetic",5ab94cca554299753720f7dd_4
How many more vowels than consonants are there in the last name of the person who directed and wrote the 2016 film featuring the voice of Townsend Coleman?,0,number,"Commonsense, Arithmetic",5ae457a95542996836b02c85_11
"How many additional letters does the last name of Jodi Shepherd have compared to the last name of the role the actor who played Colonel Sherman T. Potter in ""M*A*S*H"" played in ""Kentucky Jones""?",1,number,"Commonsense, Arithmetic",5ac23f9555429951e9e684db_18
How many additional letters does the last name of Darryl Harrison have compared to the last name of the person who designed and built the park which links Salisbury Woodland Gardens with a zoo?,2,number,"Commonsense, Arithmetic",5ae6828f5542996d980e7bb9_18
"What is the date 9 months before the date when the Disney sitcom in which Genevieve Knight ""G"" Hannelius starred as Avery Jennings ended?",2015-01-16,date,"Commonsense, Arithmetic",5a84b4005542991dd0999d99_8
"What is the date 6 months before the birthdate of the director of an American short slasher film with French-speaking serial killers that was released on October 31, 2011?",1985-12-11,date,"Commonsense, Arithmetic",5a77ba6c55429967ab10524c_8
What is the date 2 months before the birthdate of the father of Princess Mafalda of Savoy?,1869-09-11,date,"Commonsense, Arithmetic",5a74f7f15542993748c89765_8
"How many additional letters does the first name of Spencer Willis have compared to the first name of the daughter of the Irish entertainer in the girl band Maxi, Dick and Twink?",2,number,"Commonsense, Arithmetic",5a722fae55429971e9dc9343_18
"How many additional letters does the first name of Natalie Bond have compared to the first name of the screenwriter with credits for ""Evolution"" co-wrote a film starring Nicolas Cage and Téa Leoni?",2,number,"Commonsense, Arithmetic",5a877e5d5542993e715abf7d_18
What is the first letter of the first name of the author of the play that was adapted into a film and featured the orchestral arrangement Suite from Henry V in lowercase?,w,letter,"Symbolic, Commonsense",5a81dacc55429926c1cdada0_0
"What is the first letter of the first name of the daughter of the Irish entertainer in the girl band Maxi, Dick and Twink in lowercase?",c,letter,"Symbolic, Commonsense",5a722fae55429971e9dc9343_0
What is the binary code of the first letter of the first name of the author of the play that was adapted into a film and featured the orchestral arrangement Suite from Henry V in lowercase?,1110111,string,"Symbolic, Commonsense",5a81dacc55429926c1cdada0_2
What is the concatenation of the first letters of the first name and last name of the founder of the company that sponsors the CFL game of the week in lowercase?,dt,string,"Symbolic, Commonsense",5a8332815542993344745fe9_3
"What is the concatenation of the first letters of the first name and last name of the character in ""Father Ted"" that was played by an actor who starred in Death in Paradise in lowercase?",fm,string,"Symbolic, Commonsense",5adfcb5455429906c02daa48_3
What is the concatenation of the first letters of the first name and last name of the author of the play that was adapted into a film and featured the orchestral arrangement Suite from Henry V in lowercase?,ws,string,"Symbolic, Commonsense",5a81dacc55429926c1cdada0_3
What is the date 9 years after the date on which Luke Null is an actor who was on the program that premiered its 43rd season?,2026-09-30,date,"Commonsense, Arithmetic",5ac3b5d3554299741d48a2f3_6
What is the date 10 years after the date when Charlie McDermott plays Axl Heck on a tv show that premiered in ?,2019-09-30,date,"Commonsense, Arithmetic",5ae26cb15542994d89d5b421_6
"What is the year of the birthdate of the director of an American short slasher film with French-speaking serial killers that was released on October 31, 2011?",1986,number,Commonsense,5a77ba6c55429967ab10524c_4
What is the year of the date when Charlie McDermott plays Axl Heck on a tv show that premiered in ?,2009,number,Commonsense,5ae26cb15542994d89d5b421_4
"What is the year of the birth date of the British author who wrote the novel on which ""Here We Go Round the Mulberry Bush""?",1936,number,Commonsense,5ae63dad55429929b0807afe_4
"What is the date one month after the birth date of the British author who wrote the novel on which ""Here We Go Round the Mulberry Bush""?",1936-02-07,date,"Commonsense, Arithmetic",5ae63dad55429929b0807afe_5
"What is the date one month after the date when the Disney sitcom in which Genevieve Knight ""G"" Hannelius starred as Avery Jennings ended?",2015-11-16,date,"Commonsense, Arithmetic",5a84b4005542991dd0999d99_5
"What is the date 4 days before the release date of the professional wrestling video game in which Mark Henry will appear as ""legend""?",2017-10-13,date,"Commonsense, Arithmetic",5ae5305b5542990ba0bbb1f5_8
What is the date 10 days before the date of birth of the English inventor that developed the Richard Hornsby & Sons oil engine?,1864-01-18,date,"Commonsense, Arithmetic",5ac279345542990b17b153b0_8
"What is the date 10 days before the date when the American lawyer, lobbyist and political consultant who was a senior member of the presidential campaign of Donald Trump was born?",1949-03-22,date,"Commonsense, Arithmetic",5ae5736e5542990ba0bbb2b3_8
"What is the date one day after the release date of the professional wrestling video game in which Mark Henry will appear as ""legend""?",2017-10-18,date,"Commonsense, Arithmetic",5ae5305b5542990ba0bbb1f5_5
What is the date one day after the date of birth of the English inventor that developed the Richard Hornsby & Sons oil engine?,1864-01-29,date,"Commonsense, Arithmetic",5ac279345542990b17b153b0_5
"What is the date one day after the date when the American lawyer, lobbyist and political consultant who was a senior member of the presidential campaign of Donald Trump was born?",1949-04-02,date,"Commonsense, Arithmetic",5ae5736e5542990ba0bbb2b3_5
What is the date 4 years before the date when Charlie McDermott plays Axl Heck on a tv show that premiered in ?,2005-09-30,date,"Commonsense, Arithmetic",5ae26cb15542994d89d5b421_8
What is the date 10 years before the release date of U2 album song An Cat Dubh / Into the Heart?,1970-10-20,date,"Commonsense, Arithmetic",5ac3b0885542995ef918c1f8_8
What is the date one year before the release date of U2 album song An Cat Dubh / Into the Heart?,1979-10-20,date,"Commonsense, Arithmetic",5ac3b0885542995ef918c1f8_7
What is the date one year before the date on which Luke Null is an actor who was on the program that premiered its 43rd season?,2016-09-30,date,"Commonsense, Arithmetic",5ac3b5d3554299741d48a2f3_7
What is the closest palindrome number to the year of the invasion that Francisco Jose Hernandez was a participant in?,1991,number,"Commonsense, Arithmetic",5a90843c5542995651fb517e_3
Francisco Jose Hernandez was a participant in an invasion that took place in what year?,1961,year,Original,5a90843c5542995651fb517e_3
What is the year before the year of birth of the author of Cock and Bull?,1960,number,"Commonsense, Arithmetic",5a7ab51055429927d897bef6_4
"How many distinct two-letter combinations exist in the first name of the current drummer of the band who did the song ""What Lovers Do""?",4,number,"Commonsense, Arithmetic",5ae5072e55429960a22e0246_10
"How many times does the letter ""m"" appear in the first name of the person who created the 2003 remake of the 1983 overhead view, vehicular combat game developed by Bally Midway?",1,number,"Commonsense, Arithmetic",5ae638865542992ae0d1628c_5
"What is the difference between the year of death of the Danish plant ecologist who assisted a Danish chemist, famous for the introduction of the concept of pH die and the year 2024?",50,number,Arithmetic,5a7ce50f55429909bec76869_2
"How many repeated letters are there in the first name of the screenwriter with credits for ""Evolution"" co-wrote a film starring Nicolas Cage and Téa Leoni?",1,number,"Commonsense, Arithmetic",5a877e5d5542993e715abf7d_13
"How many distinct two-letter combinations exist in the first name of the person who created the 2003 remake of the 1983 overhead view, vehicular combat game developed by Bally Midway?",4,number,"Commonsense, Arithmetic",5ae638865542992ae0d1628c_10
What is the difference between the year when the largest convention center in the U.S. state of Georgia opened and the year 2024?,48,number,Arithmetic,5a732aa055429901807daf9f_2
What is the closest palindrome number to the birth year of the player who Charles Barkley changed his jersey number to #32 in honor of?,1991,number,"Commonsense, Arithmetic",5ae835f25542997ec272776f_3
"What the concatenation of the first and last digits of the form year of the British rock band which released the song ""Lost!""?",16,number,Symbolic,5ab42d5755429942dd415eaf_6
